hour;date;Índice de calor;Humedad relativa;Presión de vapor;Radiación solar;Temperatura;Punto de rocío;Temperatura del bulbo húmedo;Velocidad del viento;Racha de viento máxima;Dirección del viento;Humectación en hoja (porcentaje);Presión atmosférica;Precipitaciones
1;15/02/2024;7,65;97,75;10,995;0;7,65;7,3125;7,489124601;1;2;236,25;4,25;936,625;0
2;15/02/2024;7,575;98;10,935;0;7,575;7,275;7,431937221;1;2,75;112,5;4;935,775;0
3;15/02/2024;7,45;97,5;10,8475;0;7,45;7,075;7,271944842;1;2,25;236,25;5,25;935,2;0
4;15/02/2024;7,55;97,25;10,92;0;7,55;7,1375;7,353283682;1,5;4,5;78,75;5,25;934,575;0
5;15/02/2024;8,125;96;11,335;0;8,125;7,5175;7,83053877;2,25;4;11,25;6,5;933,75;0
6;15/02/2024;8,725;93,5;11,7925;0;8,725;7,72;8,231807964;2,25;4,75;78,75;9;933,325;0
7;15/02/2024;9,725;89,25;12,58;0;9,725;8,0175;8,876261825;4;7,5;33,75;9,5;932,55;0
8;15/02/2024;8,95;91;11,9575;4,5;8,95;7,5425;8,264358269;3;5,25;67,5;2,5;932,325;0
9;15/02/2024;9,475;90,25;12,37;30;9,475;7,9375;8,716747525;1;3;56,25;0;932,95;0
10;15/02/2024;11,1;89,25;13,75;136,5;11,1;9,3575;10,19734741;0,5;2;101,25;0;933,25;0
11;15/02/2024;14,65;77,25;17,17;204,75;14,65;10,665;12,4840998;2,75;7;208,125;0;933,25;0
12;15/02/2024;16,2;73,25;18,8625;228;16,2;11,3675;13,51671298;5,5;9;202,5;0;933,125;0
13;15/02/2024;17,725;66,25;20,7;234;17,725;11,3;14,12568817;11,75;21;191,25;0;932,2;0
14;15/02/2024;17;67,25;19,81;114;17;10,8375;13,59054653;14,75;21,25;185,625;0;931,525;0
15;15/02/2024;15,725;74,25;18,3425;66;15,725;11,0775;13,16097735;11,5;18;180;12,25;931,15;0,1
16;15/02/2024;12,075;91,25;14,6225;15;12,075;10,6725;11,32683979;11,25;19,5;213,75;17,75;932,3;1,35
17;15/02/2024;10,9;93,5;13,5475;17,25;10,9;9,88;10,3699709;9;13,25;191,25;10;932,775;0,2
18;15/02/2024;10,75;94,75;13,4175;3;10,75;9,93;10,32437151;8;11,5;191,25;10,75;932,975;0,25
19;15/02/2024;10,675;96;13,35;0;10,675;10,055;10,35266588;7;10;174,375;10,75;933,7;0,05
20;15/02/2024;10,725;96;13,3925;0;10,725;10,105;10,40223792;6,25;11,25;230,625;12;934,6;0,1
21;15/02/2024;10,425;95,5;13,1425;0;10,425;9,7275;10,06622221;4,5;9,25;247,5;11;935,55;0,25
22;15/02/2024;9,175;94;12,13;0;9,175;8,245;8,71590914;1,5;3,75;247,5;8,5;936,225;0,2
23;15/02/2024;8,8;96,25;11,84;0;8,8;8,2275;8,518280154;1,5;2,5;168,75;8,25;936,8;0
0;16/02/2024;8,525;97;11,6325;0;8,525;8,07;8,302336536;2,5;3,75;225;8,25;937,3;0
1;16/02/2024;8,275;97;11,445;0;8,275;7,825;8,054531237;4,75;7,75;202,5;7,75;937,95;0
2;16/02/2024;7,325;96,75;10,7625;0;7,325;6,8375;7,094670517;5;8,25;191,25;8,25;938,25;0
3;16/02/2024;6,625;97;10,2775;0;6,625;6,175;6,418492903;5,25;7,75;219,375;8,5;938,775;0
4;16/02/2024;6,525;96,5;10,21;0;6,525;6;6,28494971;2,5;5;191,25;5,25;939,3;0
5;16/02/2024;5,825;96,5;9,7525;0;5,825;5,3025;5,592202736;1,25;3,25;168,75;7,5;939,675;0
6;16/02/2024;4,625;97;9,005;0;4,625;4,185;4,435176241;0,5;2,25;191,25;5,5;940,1;0
7;16/02/2024;4,375;97,5;8,8575;0;4,375;4,01;4,218880263;2;4;191,25;5,5;940,65;0
8;16/02/2024;4,675;97;9,035;21;4,675;4,235;4,484883212;2,25;3,5;208,125;6,25;941,45;0
9;16/02/2024;5,825;94,75;9,7575;80,25;5,825;5,0375;5,472522341;3;5,5;202,5;3;942,35;0
10;16/02/2024;8,35;87,5;11,505;193,5;8,35;6,37;7,419774745;4;8;213,75;0;942,725;0
11;16/02/2024;10,45;83,75;13,17;339;10,45;7,785;9,135994055;4;9,75;202,5;0;943,15;0
12;16/02/2024;11,275;80,25;13,8775;444;11,275;7,955;9,619656047;5,75;11;241,875;0;943,45;0
13;16/02/2024;12,25;73;14,76;338,25;12,25;7,4975;9,885373894;2,75;6,25;129,375;0;943,2;0
14;16/02/2024;13;69,5;15,4675;289,5;13;7,5;10,24587878;4;9,75;191,25;0;942,9;0
15;16/02/2024;13,4;63,25;15,865;320,25;13,4;6,4875;9,999465712;3,5;7,5;67,5;0;942,725;0
16;16/02/2024;13,95;61;16,425;138,75;13,95;6,485;10,26093975;2,75;6,5;146,25;0;942,9;0
17;16/02/2024;13,7;63,5;16,1625;79,5;13,7;6,835;10,29140523;4,5;7,75;146,25;0;943,25;0
18;16/02/2024;12,025;70;14,55;15,75;12,025;6,6525;9,40754675;3;4,75;78,75;0;943,725;0
19;16/02/2024;9,725;80,25;12,5775;0;9,725;6,4275;8,154926812;0,25;1;236,25;0;944,35;0
20;16/02/2024;7,75;88,75;11,065;0;7,75;5,985;6,932935089;0,25;2;67,5;0,25;945,2;0
21;16/02/2024;6,075;92,5;9,915;0;6,075;4,935;5,569702448;0;1,5;101,25;2;945,8;0
22;16/02/2024;5,65;93,5;9,6425;0;5,65;4,6675;5,219936578;1,25;4;22,5;2;946,45;0
23;16/02/2024;4,775;95,5;9,095;0;4,775;4,11;4,489086862;0,5;2,25;146,25;2;946,8;0
0;17/02/2024;4,6;95,75;8,9925;0;4,6;3,9725;4,332257145;0,5;1,75;101,25;3;947,45;0
1;17/02/2024;3,6;96,25;8,4125;0;3,6;3,0475;3,373734767;0;0,75;146,25;3;947,675;0
2;17/02/2024;3,025;97;8,09;0;3,025;2,585;2,848864338;0;0,5;0;3;947,775;0
3;17/02/2024;2,4;97,5;7,76;0;2,4;2,04;2,257232224;0;0,25;45;3;947,65;0
4;17/02/2024;2;98;7,55;0;2;1,71;1,888051559;0;0,25;90;3;947,975;0
5;17/02/2024;1,6;98;7,35;0;1,6;1,31;1,490144957;0;0,5;67,5;3,5;948,325;0
6;17/02/2024;0,9;98;7,0075;0;0,9;0,62;0,793748838;0,5;1,5;0;4;948,6;0
7;17/02/2024;0,525;98;6,8275;0;0,525;0,245;0,420678778;0;0,25;33,75;4,5;949,025;0
8;17/02/2024;0,425;98,5;6,785;21,75;0,425;0,215;0,347521413;0,25;0,5;33,75;6,5;949,575;0
9;17/02/2024;1,9;99;7,5025;73,5;1,9;1,76;1,844422021;1;2,25;11,25;15,75;950,775;0
10;17/02/2024;4,275;98,75;8,815;149,25;4,275;4,0925;4,196813595;2;4,25;45;30;950,625;0
11;17/02/2024;7,775;88;11,0975;326,25;7,775;5,88;6,898950297;3,75;6,5;67,5;2,5;950,125;0
12;17/02/2024;10,7;72,5;13,3775;489;10,7;5,86;8,423362164;4;8,25;0;0;950,9;0
13;17/02/2024;12,05;63;14,575;499,5;12,05;5,155;8,803872185;5,25;10,25;78,75;0;950,9;0
14;17/02/2024;13,15;63,25;15,6125;464,25;13,15;6,245;9,794027946;3,75;8,75;56,25;0;950,05;0
15;17/02/2024;14,175;59;16,65;306,75;14,175;6,185;10,26481388;4,5;9,5;146,25;0;949,5;0
16;17/02/2024;14,4;51;16,8775;27,75;14,4;4,31;9,633605642;4,75;9,25;22,5;0;949,175;0
17;17/02/2024;14,875;52,25;17,385;40,5;14,875;5,1;10,16264492;2;4,75;180;0;949,6;0
18;17/02/2024;12,55;59,75;15,055;17,25;12,55;4,825;8,920814305;2,5;4,75;168,75;0;949,95;0
19;17/02/2024;9,625;75;12,4975;0;9,625;5,355;7,648105399;0,5;2;157,5;0;950,475;0
20;17/02/2024;8,15;81,5;11,3575;0;8,15;5,1325;6,779833505;1;2,5;123,75;0;950,85;0
21;17/02/2024;6,125;89;9,9525;0;6,125;4,4225;5,379215175;0,5;2,5;202,5;2;951,55;0
22;17/02/2024;4,725;93,25;9,065;0;4,725;3,7125;4,297352941;0,25;2,25;101,25;4;952;0
23;17/02/2024;4,325;93,5;8,8275;0;4,325;3,355;3,919932642;0,5;3;56,25;4,75;952,125;0
0;18/02/2024;3,325;95,5;8,2575;0;3,325;2,6625;3,057340834;0,25;1,75;45;4;951,95;0
1;18/02/2024;2,7;96;7,9175;0;2,7;2,12;2,469046047;0,75;1,75;168,75;3,25;952,15;0
2;18/02/2024;2,175;96;7,6425;0;2,175;1,595;1,949584857;0;0,75;213,75;3,25;952,375;0
3;18/02/2024;1,65;97;7,375;0;1,65;1,22;1,485135307;0,5;1,5;56,25;3,75;952,275;0
4;18/02/2024;1,525;97;7,3125;0;1,525;1,095;1,361109755;0,75;2;157,5;4;952,35;0
5;18/02/2024;1,225;97;7,1625;0;1,225;0,795;1,06345259;0;0,5;112,5;4;952,65;0
6;18/02/2024;1,1;97,75;7,1;0;1,1;0,78;0,979619053;0;0,25;157,5;4;952,75;0
7;18/02/2024;0,9;98;7,005;0;0,9;0,62;0,794045075;0;0;33,75;4;952,9;0
8;18/02/2024;0,6;98;6,8625;10,5;0,6;0,32;0,495596503;0;1;180;4,75;953,35;0
9;18/02/2024;2,375;97,75;7,75;75;2,375;2,0475;2,246678427;0,5;1,5;45;7,75;953,925;0
10;18/02/2024;5,4;90,5;9,49;135;5,4;3,9425;4,773395803;1;2,5;90;10;953,975;0
11;18/02/2024;8,05;83,25;11,295;368,25;8,05;5,34;6,814564328;1,5;4;101,25;0;953,975;0
12;18/02/2024;10,55;77,25;13,255;463,5;10,55;6,69;8,698610208;4,5;9;213,75;0;953,975;0
13;18/02/2024;12,9;65,75;15,3725;432;12,9;6,58;9,815595351;4,25;8;213,75;0;953,5;0
14;18/02/2024;14,275;63,25;16,75;312,75;14,275;7,3225;10,79139349;3,75;7,75;213,75;0;952,9;0
15;18/02/2024;15,05;63,5;17,575;278,25;15,05;8,1175;11,49637093;3,5;6,75;163,125;0;952,4;0
16;18/02/2024;15,9;64,5;18,52;108,75;15,9;9,16;12,349612;2,25;4,75;135;0;951,9;0
17;18/02/2024;16,3;61,75;18,9775;44,25;16,3;8,8925;12,40585267;1,5;3,75;67,5;0;951,725;0
18;18/02/2024;15,1;66,25;17,6425;15;15,1;8,785;11,8144667;0,5;1;270;0;951,975;0
19;18/02/2024;11,5;80,25;14,095;0;11,5;8,1575;9,829600039;1;1,75;56,25;0;952,275;0
20;18/02/2024;9,225;88,75;12,175;0;9,225;7,44;8,363653466;0;1;101,25;0,25;952,775;0
21;18/02/2024;7,375;93,25;10,7975;0;7,375;6,3425;6,896794761;0,25;1,5;135;2,75;952,775;0
22;18/02/2024;6,325;95;10,0775;0;6,325;5,575;5,987052302;1,25;3;11,25;3,5;952,875;0
23;18/02/2024;5,7;95,5;9,6725;0;5,7;5,0275;5,403540692;0,5;2,5;56,25;4;953,3;0
0;19/02/2024;5,275;96,75;9,405;0;5,275;4,7975;5,065051616;1;2,25;33,75;4;953,425;0
1;19/02/2024;5,45;97;9,5125;0;5,45;5,01;5,2548905;0;1;157,5;4,25;953,35;0
2;19/02/2024;5,775;97;9,72;0;5,775;5,325;5,577180916;0;1;56,25;5;953,025;0
3;19/02/2024;6,2;98;9,9975;0;6,2;5,9;6,065885753;0,25;1,25;146,25;5;952,75;0
4;19/02/2024;6,325;98;10,08;0;6,325;6,025;6,19016636;0,25;0,75;101,25;5,5;952,35;0
5;19/02/2024;6,575;97,5;10,2425;0;6,575;6,2;6,404513514;0,25;1,25;33,75;6;952,2;0
6;19/02/2024;6,775;97;10,3825;0;6,775;6,325;6,568810501;0,5;1,75;67,5;6,5;952,3;0
7;19/02/2024;6,75;97;10,3675;0;6,75;6,3;6,5440125;1;1,5;0;5,75;952,3;0
8;19/02/2024;6,375;98;10,1125;23,25;6,375;6,075;6,23990067;1,75;3,25;0;6,25;952,5;0
9;19/02/2024;8,375;95,75;11,5475;69;8,375;7,72;8,055557596;3,25;4,25;0;7,25;952,85;0
10;19/02/2024;11,525;87;14,105;150,75;11,525;9,405;10,43722268;8,25;11,5;22,5;0;953,1;0
11;19/02/2024;13,625;78;16,085;333,75;13,625;9,815;11,62647549;14,5;21,75;11,25;0;952,975;0
12;19/02/2024;14,875;70,25;17,385;403,5;14,875;9,4525;12,02474558;18,5;24,5;0;0;952,725;0
13;19/02/2024;15,75;62;18,35;521,25;15,75;8,42;11,95015922;17,5;25,75;33,75;0;952;0
14;19/02/2024;16,2;55,75;18,86;486;16,2;7,2775;11,66054308;18,25;25,5;33,75;0;950,975;0
15;19/02/2024;16,475;51,25;19,18;405;16,475;6,295;11,38610909;16,25;23,5;45;0;950,325;0
16;19/02/2024;16,375;52,5;19,0625;87;16,375;6,5675;11,44410268;15,75;21,25;22,5;0;949,975;0
17;19/02/2024;16,05;56,25;18,69;27;16,05;7,27;11,58491601;15;21,25;16,875;0;949,8;0
18;19/02/2024;14,325;57,5;16,81;12;14,325;5,975;10,24407989;12;18,5;39,375;0;950,225;0
19;19/02/2024;11,95;61,25;14,4925;0;11,95;4,6425;8,549369514;9;13,5;22,5;0;950,75;0
20;19/02/2024;10,475;65,75;13,1975;0;10,475;4,2275;7,637967806;8,75;15;11,25;0;951,05;0
21;19/02/2024;8,8;75,75;11,84;0;8,8;4,7075;6,951025354;7,75;12;16,875;0;951,375;0
22;19/02/2024;7,7;78,5;11,025;0;7,7;4,155;6,135847619;9;13,25;16,875;0;951,6;0
23;19/02/2024;6,525;82;10,2125;0;6,525;3,635;5,280347246;4,5;9,25;45;0;951,5;0
0;20/02/2024;5,15;85,5;9,3325;0;5,15;2,8825;4,204432063;4,25;6,5;0;0;951,325;0
1;20/02/2024;4,35;88,75;8,845;0;4,35;2,6325;3,644505151;5;7;0;0;951,2;0
2;20/02/2024;3,25;91,5;8,2175;0;3,25;1,98;2,744260868;2,25;4,5;90;2,75;950,9;0
3;20/02/2024;1,625;94,25;7,3625;0;1,625;0,7875;1,307618609;0;1;101,25;3;950,7;0
4;20/02/2024;0,975;96;7,0425;0;0,975;0,4025;0,761686638;0,75;1,5;90;3,5;950,275;0
5;20/02/2024;0,025;96;6,6;0;0,025;-0,545;-0,178734372;0,5;1,5;90;4,25;950,075;0
6;20/02/2024;-0,8;96,75;6,2325;0;-0,8;-1,2575;-0,958816952;0;1;67,5;2,75;950,025;0
7;20/02/2024;-1,45;97;5,96;0;-1,45;-1,87;-1,591812271;0;0,25;0;1,5;950,15;0
8;20/02/2024;-0,875;97,25;6,205;15,75;-0,875;-1,26;-1,008445226;0,25;1,25;33,75;11;950,65;0
9;20/02/2024;0,05;98;6,61;90;0,05;-0,23;-0,051791896;1,25;3,25;78,75;23,75;951,175;0
10;20/02/2024;1,975;98;7,5425;160,5;1,975;1,6875;1,863422531;3;5;112,5;5,75;951,625;0
11;20/02/2024;5,975;84,75;9,88;353,25;5,975;3,51;4,915575086;5,5;8,25;45;0;951,325;0
12;20/02/2024;10,35;63,25;13,1075;521,25;10,35;3,585;7,316399772;3,25;6,75;123,75;0;950,2;0
13;20/02/2024;13,75;46,75;16,235;533,25;13,75;2,4425;8,64248562;1,75;5,5;118,125;0;949;0
14;20/02/2024;15,6;45,25;18,1775;476,25;15,6;3,7;9,989347097;3,5;7,5;202,5;0;947,925;0
15;20/02/2024;17,2;35,75;20,05;351;17,2;1,76;10,11198417;1,75;4,75;123,75;0;947,575;0
16;20/02/2024;17,275;37,5;20,15;143,25;17,275;2,5325;10,38684528;2,25;6,25;67,5;0;947,175;0
17;20/02/2024;17,1;44,75;19,935;83,25;17,1;4,8975;11,12601168;1;3,5;202,5;0;946,975;0
18;20/02/2024;14,175;54,5;16,66;25,5;14,175;5,0525;9,799962706;0;0,5;236,25;0;947,1;0
19;20/02/2024;10,225;71,25;13,0025;0;10,225;5,1775;7,878403225;0,25;1;146,25;0;947,275;0
20;20/02/2024;6,75;83,5;10,38;0;6,75;4,105;5,589176986;1;1,75;78,75;0;947,375;0
21;20/02/2024;4,675;88,5;9,04;0;4,675;2,9125;3,941501048;0,5;1,5;157,5;0,5;947,425;0
22;20/02/2024;3,2;91;8,1875;0;3,2;1,85;2,663711583;0,75;2,75;78,75;2;947,65;0
23;20/02/2024;2,325;90,5;7,7225;0;2,325;0,91;1,780582631;1,25;2;67,5;2,25;947,6;0
0;21/02/2024;1,7;91,75;7,4;0;1,7;0,4825;1,241768492;0,75;2;123,75;2,5;946,975;0
1;21/02/2024;0,925;94,25;7,02;0;0,925;0,0925;0,617638705;0,5;2;101,25;2,25;946,525;0
2;21/02/2024;0,15;95,75;6,6525;0;0,15;-0,4575;-0,068498501;0,5;1,5;90;3;946,125;0
3;21/02/2024;-0,425;96;6,3975;0;-0,425;-0,995;-0,624797329;0,5;1,75;123,75;3,25;945,95;0
4;21/02/2024;-0,3;96,25;6,4525;0;-0,3;-0,8325;-0,488471914;1,25;2,75;45;3,5;945,45;0
5;21/02/2024;0,625;94,25;6,875;0;0,625;-0,2075;0,321552737;2;4;191,25;9,75;944,8;0
6;21/02/2024;0,225;95;6,69;0;0,225;-0,495;-0,033496912;1,5;3;157,5;6,75;944,85;0
7;21/02/2024;-0,15;96,25;6,52;0;-0,15;-0,685;-0,339964975;0,75;2;146,25;5,25;944,825;0
8;21/02/2024;0,475;97;6,8075;14,25;0,475;0,045;0,31837296;0,5;1,25;78,75;14,75;944,95;0
9;21/02/2024;2,125;96;7,6225;98,25;2,125;1,545;1,896860837;0,5;2;112,5;22,25;945,2;0
10;21/02/2024;4,875;87,75;9,165;160,5;4,875;2,9875;4,085269275;2;4,25;146,25;0;945,175;0
11;21/02/2024;6,675;85;10,3125;211,5;6,675;4,3025;5,631929076;3,25;6;202,5;0;945,175;0
12;21/02/2024;9,075;77,25;12,0675;301,5;9,075;5,2525;7,313480755;3;6,75;157,5;0;944,875;0
13;21/02/2024;12,05;72,25;14,5825;427,5;12,05;7,1575;9,637534822;7;11;180;0;943,75;0
14;21/02/2024;13,525;69,75;15,985;272,25;13,525;8,055;10,74292897;10;15,75;202,5;0;942,475;0
15;21/02/2024;14,05;66,5;16,515;161,25;14,05;7,85;10,89670506;11,25;17;180;0;941,65;0
16;21/02/2024;14,225;65,5;16,6975;125,25;14,225;7,7925;10,95119352;8,75;14,75;202,5;0;941,225;0
17;21/02/2024;13,95;66,25;16,4125;73,5;13,95;7,7025;10,78154697;7,25;12,75;202,5;0;940,6;0
18;21/02/2024;13,15;68,75;15,615;21;13,15;7,4825;10,30571469;5,5;10;213,75;0;940,675;0
19;21/02/2024;11,775;75,5;14,32;0;11,775;7,54;9,671192826;5,75;8,75;180;0;940,575;0
20;21/02/2024;11,575;72;14,14;0;11,575;6,645;9,175739004;5,5;9,75;146,25;0;940,55;0
21;21/02/2024;10,675;76,25;13,355;0;10,675;6,62;8,718345253;2,5;4,75;180;0;940,825;0
22;21/02/2024;10,75;78;13,4175;0;10,75;7,0275;8,937509954;4;7;213,75;0;940,6;0
23;21/02/2024;11,15;79,75;13,7625;0;11,15;7,7425;9,460487498;7,25;11,25;185,625;0;940,15;0
0;22/02/2024;10,875;82;13,53;0;10,875;7,8825;9,387455515;8,5;13,5;219,375;16,5;939,325;0
1;22/02/2024;10,4;83,25;13,125;0;10,4;7,65;9,045614645;10,75;16,25;180;0;938,75;0
2;22/02/2024;9,65;84,75;12,51;0;9,65;7,1775;8,452296757;10;15;191,25;0;938,05;0
3;22/02/2024;8,825;85,5;11,8575;0;8,825;6,4975;7,721849816;9,75;14,75;196,875;0;936,8;0
4;22/02/2024;7,85;84,5;11,1375;0;7,85;5,3675;6,711907872;6,75;11;213,75;0;936,2;0
5;22/02/2024;8,025;87,5;11,2625;0;8,025;6,05;7,104045582;8,75;14,5;191,25;0;935,85;0
6;22/02/2024;7,8;89,75;11,0975;0;7,8;6,2025;7,053645804;10,25;16,5;202,5;0;935,25;0
7;22/02/2024;7,475;89;10,865;0;7,475;5,755;6,683042082;7,75;13;191,25;0;934,95;0
8;22/02/2024;8,05;87,5;11,2825;8,25;8,05;6,075;7,127177431;12,25;19,5;202,5;0;933,8;0
9;22/02/2024;8,05;87,75;11,28;51;8,05;6,1175;7,146377115;15,25;23,5;202,5;0;933,575;0
10;22/02/2024;9,25;85,5;12,1975;102,75;9,25;6,9125;8,123506771;16;25;180;0;932,975;0
11;22/02/2024;10,75;81,5;13,425;156;10,75;7,675;9,223867355;18,5;27;202,5;0;932,525;0
12;22/02/2024;11,525;79,75;14,1;265,5;11,525;8,1125;9,802806387;19,75;33,5;213,75;0;931,425;0
13;22/02/2024;13,15;75;15,6175;245,25;13,15;8,7675;10,8821486;20,25;31,75;191,25;0;929,875;0
14;22/02/2024;12,475;79;14,97;86,25;12,475;8,885;10,62086977;23;37,25;191,25;0,25;928,575;0
15;22/02/2024;12,775;81,5;15,25;99,75;12,775;9,655;11,13252652;20,5;34,75;230,625;0;927,425;0
16;22/02/2024;12,65;86,5;15,135;84;12,65;10,4175;11,46050759;15,5;24,75;213,75;19,25;926,95;0
17;22/02/2024;12,925;83,75;15,395;61,5;12,925;10,2075;11,47955312;13,75;21;213,75;1,5;926,725;0
18;22/02/2024;11,425;76;14,0275;12;11,425;7,2875;9,368958631;8,25;16;185,625;5;927,525;0,1
19;22/02/2024;8,9;78;11,94;0,75;8,9;5,23;7,201765549;4,5;9;123,75;0,5;928,675;0
20;22/02/2024;6,8;74,5;10,4;0;6,8;2,5325;4,982045125;3,25;7,5;191,25;0;929,55;0
21;22/02/2024;5,75;71;9,7025;0;5,75;0,8325;3,767495432;4;8,25;123,75;0;930,3;0
22;22/02/2024;4,375;74;8,8625;0;4,375;0,08;2,70039264;4;8;213,75;0;930,625;0
23;22/02/2024;3,125;81,5;8,1475;0;3,125;0,225;2,007787066;4,25;7;213,75;0;930,625;0
0;23/02/2024;2,15;87;7,63;0;2,15;0,1775;1,400009905;2,75;5,25;225;0;930,675;0
1;23/02/2024;2,4;85;7,76;0;2,4;0,105;1,526643937;6,5;10,25;185,625;0;930,4;0
2;23/02/2024;2,55;83,5;7,8375;0;2,55;0;1,581215318;11,75;18;191,25;0;930,175;0
3;23/02/2024;2,15;87,75;7,625;0;2,15;0,3;1,446124274;10,25;16,25;208,125;0;929,8;0
4;23/02/2024;2,2;89;7,655;0;2,2;0,55;1,566487763;11,75;17,5;202,5;0;929,2;0
5;23/02/2024;2,55;88,5;7,8375;0;2,55;0,8175;1,876747125;12;17,75;225;0;928,825;0
6;23/02/2024;2,525;88,25;7,825;0;2,525;0,7525;1,837549661;9,5;15,75;225;0;928,875;0
7;23/02/2024;2,225;89;7,6675;0;2,225;0,5775;1,591059462;10,25;16,5;213,75;0;928,9;0
8;23/02/2024;1,875;90,5;7,4875;15,75;1,875;0,465;1,336991805;10;14,75;202,5;0;929,2;0
9;23/02/2024;3,125;86,5;8,1525;42,75;3,125;1,0625;2,310175552;9;15,5;191,25;0;929,65;0
10;23/02/2024;5,125;80,25;9,315;195,75;5,125;1,955;3,816560034;14,5;22,25;219,375;0;929,35;0
11;23/02/2024;6,85;71,75;10,435;428,25;6,85;2,04;4,822573658;15,5;22,5;213,75;0;929,15;0
12;23/02/2024;7,4;66,75;10,8125;391,5;7,4;1,5525;4,948817872;17;27;225;0;929;0
13;23/02/2024;8,325;60,75;11,49;317,25;8,325;1,1;5,297000549;16;24,25;202,5;0;928,65;0
14;23/02/2024;8,975;57,5;11,9775;326,25;8,975;0,9425;5,597888134;17,25;26,25;225;0;927,725;0
15;23/02/2024;9,25;56,25;12,19;316,5;9,25;0,8975;5,727216907;18;28,5;225;0;927,075;0
16;23/02/2024;9,1;56,5;12,075;106,5;9,1;0,7775;5,611731598;18;27;241,875;0;926,75;0
17;23/02/2024;8,05;64;11,29;72,75;8,05;1,5175;5,295281091;16;25,5;219,375;0;926,375;0
18;23/02/2024;6,925;67,75;10,48;27,75;6,925;1,3;4,594409015;14,75;22,75;213,75;0;926,375;0
19;23/02/2024;5,825;68,5;9,755;0;5,825;0,4075;3,652486015;11,75;17,75;208,125;0;926,725;0
20;23/02/2024;4,875;74;9,1575;0;4,875;0,5725;3,162806977;10,5;16,25;213,75;0;927,15;0
21;23/02/2024;4,2;77,75;8,7575;0;4,2;0,6125;2,783010861;10,5;16,25;219,375;0;927,475;0
22;23/02/2024;3,775;81,25;8,51;0;3,775;0,8175;2,607325792;10,25;16;258,75;0;927,575;0
23;23/02/2024;3,375;85;8,285;0;3,375;1,0575;2,45876374;10,75;16,5;225;0;927,5;0
0;24/02/2024;3,375;84,25;8,285;0;3,375;0,9375;2,413532299;10,25;16,5;213,75;0;927,3;0
1;24/02/2024;3,375;84;8,2825;0;3,375;0,895;2,398046691;11;16;213,75;0;926,9;0
2;24/02/2024;3,45;83,5;8,325;0;3,45;0,885;2,439006221;14;20,5;225;0;927,125;0
3;24/02/2024;3,025;84,25;8,0925;0;3,025;0,595;2,078632026;11,5;19,5;247,5;0,25;926,95;0
4;24/02/2024;2,65;86,25;7,89;0;2,65;0,555;1,839028802;11,5;17,5;230,625;0;926,95;0
5;24/02/2024;2,25;86,75;7,68;0;2,25;0,24;1,483417708;10,75;18;213,75;0;927,175;0
6;24/02/2024;1,75;88,25;7,425;0;1,75;-0,01;1,086633988;9,5;15;241,875;0;927,95;0
7;24/02/2024;1,65;88,25;7,375;0;1,65;-0,11;0,99015336;7,75;14,5;225;0;928,4;0
8;24/02/2024;2,175;85,25;7,645;43,5;2,175;-0,0775;1,323125584;5,5;10,75;225;0;929,325;0
9;24/02/2024;3,375;82;8,2925;67,5;3,375;0,55;2,273444279;7,5;13,25;213,75;0;930,375;0
10;24/02/2024;5,25;74,5;9,395;136,5;5,25;1,025;3,544140805;8,75;14;219,375;0;931,075;0
11;24/02/2024;7,425;67;10,835;339,75;7,425;1,625;4,991497252;6,75;14,25;292,5;0;931,45;0
12;24/02/2024;8,65;60;11,73;613,5;8,65;1,235;5,527993132;5,5;11,75;202,5;0;931,8;0
13;24/02/2024;9,775;53,75;12,6125;404,25;9,775;0,735;5,967253175;6,5;13,25;191,25;0;931,6;0
14;24/02/2024;10,5;53,5;13,215;318;10,5;1,3625;6,561927009;5,75;12,5;258,75;0;931,5;0
15;24/02/2024;10,35;50,5;13,08;211,5;10,35;0,415;6,168274973;5,75;11,5;213,75;0;931,775;0
16;24/02/2024;9,95;51,5;12,755;142,5;9,95;0,32;5,922188772;6,25;13,5;225;0;931,85;0
17;24/02/2024;9,575;54;12,45;97,5;9,575;0,615;5,821044795;10;17,25;202,5;0;931,85;0
18;24/02/2024;8,8;61,5;11,84;41,25;8,8;1,725;5,78285709;11;17,25;241,875;1,5;931,825;0
19;24/02/2024;7,875;65,75;11,155;0;7,875;1,78;5,298705178;11,25;17;202,5;0;932,45;0
20;24/02/2024;7,25;71,5;10,705;0;7,25;2,38;5,177413851;12;19;213,75;0;932,825;0
21;24/02/2024;6,9;78,25;10,465;0;6,9;3,3175;5,34854685;11,75;18,5;225;11,75;933,125;0
22;24/02/2024;5,8;89,5;9,7375;0;5,8;4,185;5,093000693;12,5;20,25;191,25;20,5;933,125;0,05
23;24/02/2024;5,55;92,5;9,575;0;5,55;4,415;5,052078531;14;20,5;191,25;11,25;932,6;0,15
0;25/02/2024;5,6;93;9,6075;0;5,6;4,5425;5,134258892;11,5;19,5;213,75;10,75;932,025;0,2
1;25/02/2024;5,775;92,25;9,7225;0;5,775;4,595;5,255096;13,25;20,75;191,25;4,5;931,2;0,05
2;25/02/2024;5,925;91,5;9,815;0;5,925;4,6275;5,350480539;14,5;22;180;6,75;930,15;0
3;25/02/2024;6,025;94,25;9,88;0;6,025;5,1575;5,63577527;15;23;191,25;21,5;929,425;0,05
