hour;date;Contenido volumetrico (10 cm);Contenido volumetrico (20 cm);Contenido volumetrico (40 cm);Contenido volumetrico (60 cm);Agua util;Temperatura en suelo (10 cm);Temperatura en suelo (20 cm);Temperatura en suelo (40 cm);Temperatura en suelo (60 cm)
2;19/02/2024;21,3;27,1;30,9;33,1;62,9848245;10,1;10,6;11;10,775
3;19/02/2024;21,3;27,1;30,9;33,1;62,9942745;10,1;10,45;11;10,8
4;19/02/2024;21,3;27,1;30,875;33,1;62,9567745;10,1;10,4;11;10,8
5;19/02/2024;21,3;27,1;30,85;33,1;62,8909245;10,1;10,325;11;10,8
6;19/02/2024;21,3;27,1;30,8;33,1;62,8253745;10,1;10,3;10,95;10,8
7;19/02/2024;21,3;27,1;30,8;33,1;62,8159245;10,025;10,3;10,9;10,8
8;19/02/2024;21,3;27,1;30,8;33,1;62,8159245;9,8;10,175;10,9;10,8
9;19/02/2024;21,2;27,1;30,8;33,1;62,8159245;9,725;10,1;10,9;10,8
10;19/02/2024;21,2;27,1;30,8;33,025;62,6564745;10,025;10,075;10,9;10,8
11;19/02/2024;21,25;27,075;30,8;33;62,5814745;10,75;10,125;10,875;10,8
12;19/02/2024;21,3;27,1;30,8;33;62,5875745;11,675;10,325;10,8;10,8
13;19/02/2024;21,35;27,1;30,8;33;62,5592245;12,575;10,65;10,8;10,8
14;19/02/2024;21,4;27,1;30,8;33;62,5308745;13,125;11;10,8;10,8
15;19/02/2024;21,325;27,1;30,8;33;62,5308745;13,35;11,325;10,825;10,8
16;19/02/2024;21,3;27,1;30,8;33;62,5119745;13,65;11,6;10,9;10,8
17;19/02/2024;21,3;27,1;30,8;33;62,4836245;13,775;11,8;10,9;10,8
18;19/02/2024;21,3;27,1;30,8;33;62,4552745;13,45;11,925;11,025;10,8
19;19/02/2024;21,25;27,1;30,8;33;62,4552745;12,85;12;11,1;10,8
20;19/02/2024;21,2;27,1;30,8;33;62,4552745;12,275;11,9;11,15;10,8
21;19/02/2024;21,2;27,1;30,8;33;62,4552745;11,75;11,825;11,275;10,8
22;19/02/2024;21,1;27,1;30,8;33;62,4647245;11,35;11,625;11,3;10,8
23;19/02/2024;21,1;27,075;30,8;33;62,4680745;10,95;11,45;11,325;10,8
0;20/02/2024;21,1;27;30,8;33;62,3836245;10,575;11,275;11,4;10,8
1;20/02/2024;21,1;27;30,8;33;62,3930745;10,25;11,05;11,4;10,85
2;20/02/2024;21,05;27;30,8;33;62,3930745;9,9;10,85;11,4;10,9
3;20/02/2024;21;27;30,8;33;62,4025245;9,55;10,65;11,4;10,9
4;20/02/2024;21;26,975;30,8;33;62,3869745;9,15;10,4;11,3;10,9
5;20/02/2024;20,975;26,9;30,8;33;62,3214245;8,825;10,175;11,3;10,9
6;20/02/2024;20,9;26,9;30,775;33;62,2933745;8,45;9,9;11,275;10,9
7;20/02/2024;20,9;26,9;30,775;33;62,2933745;8,125;9,7;11,175;10,9
8;20/02/2024;20,9;26,9;30,775;33;62,2933745;7,825;9,475;11,1;10,9
9;20/02/2024;20,9;26,85;30,775;33,1;62,4528245;7,825;9,225;11,025;10,9
10;20/02/2024;20,9;26,8;30,7;33,05;62,2092245;8,1;9,1;10,9;10,9
11;20/02/2024;20,9;26,8;30,7;33;62,0808745;8,8;9,1;10,85;10,9
12;20/02/2024;20,925;26,875;30,7;33;62,1464245;9,825;9,175;10,775;10,9
13;20/02/2024;20,975;26,9;30,7;33;62,1430745;11,075;9,5;10,65;10,9
14;20/02/2024;21;26,9;30,7;33;62,1241745;12;9,95;10,6;10,9
15;20/02/2024;21;26,9;30,7;33;62,1052745;12,45;10,35;10,6;10,9
16;20/02/2024;21;26,9;30,7;33;62,0674745;12,9;10,7;10,6;10,875
17;20/02/2024;21;26,9;30,7;33;62,0580245;13,1;11,025;10,6;10,8
18;20/02/2024;21;26,9;30,7;33;62,0296745;12,85;11,275;10,65;10,8
19;20/02/2024;20,95;26,9;30,7;33;62,0107745;12,3;11,35;10,75;10,8
20;20/02/2024;20,9;26,9;30,7;33;62,0202245;11,625;11,3;10,8;10,8
21;20/02/2024;20,9;26,9;30,7;33;62,0202245;11;11,2;10,875;10,8
22;20/02/2024;20,85;26,875;30,7;33;62,0046745;10,5;11;10,9;10,8
23;20/02/2024;20,8;26,8;30,7;33;61,9296745;10,05;10,8;10,95;10,8
0;21/02/2024;20,8;26,8;30,7;33;61,9485745;9,65;10,575;11;10,8
1;21/02/2024;20,8;26,8;30,7;33;61,9580245;9,275;10,35;11;10,8
2;21/02/2024;20,75;26,8;30,7;33;61,9674745;8,95;10,125;11;10,8
3;21/02/2024;20,7;26,8;30,7;33;61,9674745;8,575;9,9;10,95;10,8
4;21/02/2024;20,7;26,775;30,7;33;61,9424745;8,3;9,675;10,9;10,8
5;21/02/2024;20,7;26,7;30,7;33;61,8674745;8,125;9,475;10,9;10,8
6;21/02/2024;20,7;26,7;30,7;33;61,8769245;8,025;9,275;10,825;10,8
7;21/02/2024;20,7;26,7;30,7;33;61,8769245;7,85;9,125;10,8;10,8
8;21/02/2024;20,7;26,7;30,7;33,025;61,9458245;7,65;8,925;10,7;10,8
9;21/02/2024;20,675;26,7;30,7;33,05;61,9958245;7,675;8,8;10,6;10,8
10;21/02/2024;20,675;26,7;30,7;33;61,8769245;8;8,7;10,55;10,8
11;21/02/2024;20,65;26,7;30,625;33;61,7644245;8,55;8,725;10,425;10,8
12;21/02/2024;20,675;26,7;30,6;33;61,7080245;9,2;8,825;10,375;10,8
13;21/02/2024;20,7;26,7;30,6;33;61,6891245;10,075;9,025;10,3;10,8
14;21/02/2024;20,75;26,7;30,6;33;61,6702245;10,975;9,35;10,3;10,725
15;21/02/2024;20,7;26,7;30,6;33;61,6418745;11,4;9,725;10,3;10,7
16;21/02/2024;20,7;26,7;30,6;33;61,6229745;11,55;9,975;10,275;10,675
17;21/02/2024;20,7;26,7;30,6;33;61,5946245;11,6;10,225;10,3;10,6
18;21/02/2024;20,7;26,7;30,6;33;61,5946245;11,575;10,375;10,3;10,6
19;21/02/2024;20,7;26,7;30,6;33;61,5757245;11,35;10,45;10,325;10,6
20;21/02/2024;20,7;26,7;30,6;33;61,5662745;11,175;10,5;10,4;10,6
21;21/02/2024;20,7;26,7;30,6;33;61,5662745;11;10,5;10,4;10,6
22;21/02/2024;20,675;26,7;30,6;33;61,5662745;10,9;10,5;10,475;10,6
23;21/02/2024;20,6;26,7;30,6;33;61,5662745;10,8;10,5;10,525;10,6
0;22/02/2024;20,6;26,7;30,6;33;61,5662745;10,8;10,5;10,6;10,6
1;22/02/2024;20,6;26,7;30,6;33;61,5662745;10,8;10,5;10,6;10,6
2;22/02/2024;20,6;26,675;30,6;33;61,5318245;10,675;10,4;10,6;10,6
3;22/02/2024;20,6;26,625;30,6;33;61,4912745;10,525;10,4;10,6;10,6
4;22/02/2024;20,65;26,6;30,6;33;61,4568245;10,3;10,4;10,65;10,6
5;22/02/2024;20,675;26,6;30,6;33;61,4473745;10,1;10,3;10,7;10,6
6;22/02/2024;20,6;26,6;30,6;33;61,4473745;10,05;10,25;10,7;10,6
7;22/02/2024;20,6;26,6;30,6;33;61,4379245;9,875;10,15;10,7;10,6
8;22/02/2024;20,6;26,6;30,6;33;61,4662745;9,8;10,1;10,7;10,6
9;22/02/2024;20,6;26,6;30,6;32,975;61,3973745;9,8;10;10,7;10,6
10;22/02/2024;20,6;26,6;30,6;32,975;61,4068245;9,85;9,9;10,65;10,6
11;22/02/2024;20,6;26,6;30,6;32,975;61,3879245;10,15;9,9;10,6;10,6
12;22/02/2024;20,6;26,6;30,6;33;61,4284745;10,475;10,025;10,6;10,6
13;22/02/2024;20,6;26,6;30,6;33;61,4190245;11;10,125;10,6;10,6
14;22/02/2024;20,675;26,6;30,6;32,975;61,3595745;11,375;10,325;10,6;10,6
15;22/02/2024;20,65;26,6;30,6;32,975;61,3406745;11,5;10,45;10,6;10,6
16;22/02/2024;20,6;26,6;30,6;32,95;61,2906745;11,625;10,6;10,6;10,6
17;22/02/2024;20,6;26,6;30,6;33;61,3623245;11,825;10,75;10,6;10,6
18;22/02/2024;20,6;26,6;30,6;33;61,3528745;11,85;10,85;10,675;10,6
19;22/02/2024;20,6;26,6;30,6;33;61,3528745;11,55;10,9;10,7;10,6
20;22/02/2024;20,55;26,6;30,6;33;61,3434245;11,125;10,9;10,8;10,6
21;22/02/2024;20,5;26,55;30,6;32,9;61,1028745;10,65;10,825;10,8;10,6
22;22/02/2024;20,5;26,5;30,6;32,9;61,0528745;10,2;10,675;10,8;10,6
23;22/02/2024;20,475;26,5;30,6;32,9;61,0528745;9,75;10,475;10,8;10,6
0;23/02/2024;20,475;26,5;30,6;32,9;61,0812245;9,35;10,3;10,9;10,6
1;23/02/2024;20,5;26,5;30,6;32,9;61,0906745;8,95;10,075;10,825;10,6
2;23/02/2024;20,475;26,5;30,6;32,9;61,0906745;8,65;9,85;10,8;10,65
3;23/02/2024;20,425;26,475;30,6;32,9;61,0656745;8,325;9,6;10,8;10,7
4;23/02/2024;20,4;26,4;30,6;32,9;60,9906745;8,075;9,4;10,8;10,7
5;23/02/2024;20,4;26,4;30,6;32,9;61,0190245;7,925;9,225;10,7;10,7
6;23/02/2024;20,4;26,4;30,6;32,9;61,0190245;7,85;9,05;10,6;10,7
7;23/02/2024;20,4;26,4;30,6;32,9;61,0190245;7,725;8,875;10,575;10,7
8;23/02/2024;20,3;26,4;30,6;32,9;61,0095745;7,525;8,775;10,475;10,7
9;23/02/2024;20,3;26,4;30,575;32,9;60,9720745;7,4;8,625;10,4;10,675
10;23/02/2024;20,325;26,4;30,6;32,9;61,0095745;7,475;8,475;10,325;10,6
11;23/02/2024;20,4;26,4;30,525;32,9;60,9065245;7,9;8,4;10,3;10,6
12;23/02/2024;20,35;26,4;30,5;32,9;60,8406745;8,525;8,5;10,175;10,6
13;23/02/2024;20,3;26,4;30,5;32,9;60,8406745;9,05;8,675;10,1;10,6
14;23/02/2024;20,3;26,4;30,5;32,9;60,8217745;9,425;8,85;10,1;10,6
15;23/02/2024;20,35;26,4;30,5;32,9;60,8028745;9,675;9,05;10,025;10,6
16;23/02/2024;20,3;26,4;30,5;32,9;60,7839745;9,875;9,2;10;10,5
17;23/02/2024;20,3;26,4;30,5;32,9;60,7650745;9,9;9,35;10;10,5
18;23/02/2024;20,3;26,4;30,5;32,9;60,7650745;9,725;9,4;10;10,45
19;23/02/2024;20,225;26,4;30,5;32,9;60,7556245;9,35;9,4;10;10,4
20;23/02/2024;20,2;26,35;30,5;32,9;60,7150745;8,95;9,35;10;10,4
21;23/02/2024;20,2;26,3;30,5;32,9;60,6650745;8,6;9,25;10,075;10,4
22;23/02/2024;20,2;26,3;30,5;32,9;60,6650745;8,35;9,1;10,1;10,4
23;23/02/2024;20,125;26,3;30,5;32,9;60,6650745;8,075;8,925;10,025;10,4
0;24/02/2024;20,1;26,3;30,5;32,9;60,6650745;7,85;8,825;10;10,4
1;24/02/2024;20,1;26,3;30,5;32,9;60,6934245;7,7;8,65;10;10,4
2;24/02/2024;20,1;26,3;30,5;32,9;60,6839745;7,55;8,55;9,925;10,375
3;24/02/2024;20,05;26,3;30,5;32,9;60,6839745;7,425;8,4;9,9;10,3
4;24/02/2024;20,075;26,3;30,5;32,9;60,6839745;7,25;8,3;9,9;10,3
5;24/02/2024;20,025;26,25;30,5;32,9;60,6339745;7,05;8,15;9,825;10,3
6;24/02/2024;20;26,2;30,5;32,9;60,5839745;6,85;8,025;9,8;10,3
7;24/02/2024;20;26,2;30,5;32,9;60,5934245;6,675;7,875;9,75;10,3
8;24/02/2024;20;26,2;30,5;32,9;60,5934245;6,5;7,775;9,65;10,3
9;24/02/2024;19,975;26,2;30,5;32,9;60,5934245;6,425;7,625;9,6;10,3
10;24/02/2024;19,975;26,2;30,5;32,9;60,6028745;6,725;7,55;9,55;10,275
11;24/02/2024;20;26,2;30,5;32,9;60,5650745;7,25;7,55;9,45;10,2
12;24/02/2024;20;26,2;30,5;32,9;60,5650745;8;7,675;9,4;10,2
13;24/02/2024;20;26,2;30,5;32,9;60,5461745;8,7;7,9;9,35;10,125
14;24/02/2024;20;26,2;30,5;32,9;60,5272745;9,275;8,2;9,3;10,1
15;24/02/2024;20;26,2;30,5;32,9;60,4989245;9,525;8,475;9,3;10,1
16;24/02/2024;20;26,2;30,5;32,9;60,4989245;9,7;8,675;9,3;10,1
17;24/02/2024;20;26,2;30,5;32,9;60,4705745;9,7;8,85;9,3;10,075
18;24/02/2024;19,95;26,2;30,475;32,9;60,4425245;9,575;8,925;9,325;10
19;24/02/2024;19,9;26,2;30,4;32,9;60,3205745;9,35;9;9,4;10
20;24/02/2024;19,9;26,2;30,45;32,9;60,3766745;9,1;9;9,4;10
21;24/02/2024;19,9;26,2;30,5;32,9;60,4516745;8,9;8,9;9,4;9,9
22;24/02/2024;19,85;26,2;30,5;32,95;60,5516745;8,8;8,9;9,475;9,9
23;24/02/2024;19,8;26,2;30,5;33;60,6611245;8,725;8,85;9,5;9,9
0;25/02/2024;19,8;26,2;30,5;33;60,6611245;8,6;8,8;9,5;9,9
1;25/02/2024;19,875;26,2;30,5;33;60,6516745;8,6;8,8;9,5;9,9
2;25/02/2024;19,9;26,2;30,5;32,975;60,6016745;8,525;8,775;9,525;9,9
3;25/02/2024;19,9;26,125;30,5;33;60,5766745;8,5;8,7;9,55;9,9
4;25/02/2024;19,925;26,1;30,5;33;60,5516745;8,5;8,65;9,525;9,9
5;25/02/2024;20,15;26,1;30,5;33;60,5516745;8,6;8,6;9,5;9,9
6;25/02/2024;20,5;26,2;30,5;33;60,6516745;8,65;8,6;9,5;9,9
7;25/02/2024;20,75;26,25;30,5;33;60,6922245;8,8;8,65;9,5;9,9
8;25/02/2024;20,9;26,325;30,5;32,95;60,6577745;8,9;8,7;9,5;9,9
9;25/02/2024;20,925;26,4;30,5;32,9;60,6233245;9,05;8,8;9,5;9,9
10;25/02/2024;21;26,4;30,5;32,9;60,6138745;9,225;8,8;9,5;9,9
11;25/02/2024;21;26,475;30,5;32,9;60,6794245;9,475;8,9;9,5;9,9
12;25/02/2024;21;26,5;30,5;32,9;60,7044245;9,825;9;9,5;9,9
13;25/02/2024;21;26,5;30,5;32,9;60,6855245;10,15;9,15;9,5;9,9
14;25/02/2024;21;26,5;30,5;32,9;60,6760745;10,375;9,325;9,575;9,9
15;25/02/2024;21;26,5;30,5;32,9;60,6760745;10,5;9,45;9,6;9,9
16;25/02/2024;21;26,5;30,5;32,975;60,8166245;10,575;9,6;9,6;9,9
17;25/02/2024;21;26,5;30,5;33;60,8760745;10,7;9,7;9,6;9,9
18;25/02/2024;21,15;26,5;30,5;33;60,8666245;10,8;9,8;9,7;9,9
19;25/02/2024;21,375;26,6;30,5;32,975;60,9166245;10,75;9,9;9,775;9,9
20;25/02/2024;21,5;26,675;30,5;32,95;60,9227245;10,675;9,9;9,8;9,9
21;25/02/2024;21,5;26,725;30,5;32,9;60,8727245;10,55;9,95;9,825;9,9
22;25/02/2024;21,5;26,8;30,5;32,9;60,9571745;10,225;9,95;9,9;9,9
23;25/02/2024;21,45;26,8;30,5;32,9;60,9571745;9,85;9,9;9,9;9,9
0;26/02/2024;21,4;26,8;30,5;32,9;60,9760745;9,6;9,8;9,9;9,9
1;26/02/2024;21,4;26,8;30,5;32,9;60,9855245;9,375;9,675;10;9,9
2;26/02/2024;21,375;26,8;30,5;32,9;61,0138745;9,25;9,575;10;9,9
3;26/02/2024;21,3;26,8;30,5;32,9;61,0138745;9,125;9,45;10;9,925
4;26/02/2024;21,3;26,8;30,5;32,9;61,0138745;9,05;9,4;10;9,975
5;26/02/2024;21,3;26,8;30,5;32,9;61,0233245;8,875;9,3;10;10
6;26/02/2024;21,3;26,8;30,475;32,9;61,0047245;8,675;9,25;10;10
7;26/02/2024;21,25;26,775;30,5;32,9;61,0266745;8,4;9,1;9,975;10
8;26/02/2024;21,2;26,7;30,5;32,9;60,9516745;8,175;8,95;9,9;10
9;26/02/2024;21,2;26,7;30,5;32,9;60,9800245;8;8,825;9,9;10
10;26/02/2024;21,2;26,7;30,475;32,9;60,9330745;8,175;8,725;9,9;10
11;26/02/2024;21,2;26,7;30,425;32,9;60,8580745;8,575;8,7;9,875;10
12;26/02/2024;21,2;26,7;30,45;32,9;60,8955745;9;8,8;9,8;10,025
13;26/02/2024;21,2;26,7;30,4;32,9;60,8205745;9,025;8,9;9,8;10
14;26/02/2024;21,2;26,7;30,4;32,9;60,8300245;9,175;8,9;9,8;10
15;26/02/2024;21,2;26,7;30,4;32,9;60,8111245;9,35;9;9,8;10
16;26/02/2024;21,2;26,7;30,4;32,9;60,8016745;9,55;9,1;9,8;10
17;26/02/2024;21,2;26,7;30,4;32,9;60,8016745;9,7;9,175;9,8;10
18;26/02/2024;21,1;26,7;30,4;32,9;60,8016745;9,525;9,275;9,8;10
19;26/02/2024;21,1;26,7;30,4;32,9;60,8016745;9,15;9,25;9,8;10
20;26/02/2024;21,1;26,7;30,4;32,9;60,8016745;8,75;9,125;9,8;10
21;26/02/2024;21,025;26,7;30,4;32,9;60,8300245;8,425;9;9,8;10
22;26/02/2024;21;26,65;30,4;32,9;60,7894745;8,1;8,85;9,8;10
23;26/02/2024;21;26,6;30,4;32,9;60,7394745;7,8;8,725;9,8;10
0;27/02/2024;20,95;26,6;30,4;32,9;60,7583745;7,475;8,525;9,775;9,95
1;27/02/2024;20,9;26,6;30,4;32,9;60,7678245;7,225;8,35;9,7;9,9
2;27/02/2024;20,9;26,6;30,4;32,9;60,7772745;6,95;8,175;9,65;9,9
3;27/02/2024;20,9;26,6;30,4;32,9;60,7961745;6,675;7,975;9,6;9,9
4;27/02/2024;20,875;26,6;30,4;32,9;60,8056245;6,4;7,825;9,575;9,9
5;27/02/2024;20,825;26,6;30,4;32,9;60,8150745;6,225;7,625;9,475;9,9
6;27/02/2024;20,8;26,5;30,4;32,9;60,7150745;6,025;7,425;9,4;9,9
7;27/02/2024;20,8;26,5;30,4;32,9;60,7245245;5,85;7,275;9,35;9,9
8;27/02/2024;20,8;26,5;30,4;32,9;60,7150745;5,6;7,075;9,3;9,9
9;27/02/2024;20,8;26,5;30,4;32,9;60,7339745;5,525;6,925;9,175;9,9
10;27/02/2024;20,8;26,5;30,4;32,9;60,7339745;5,975;6,8;9,1;9,9
11;27/02/2024;20,8;26,5;30,4;32,9;60,7434245;6,775;6,85;9,025;9,825
12;27/02/2024;20,8;26,5;30,4;32,9;60,7150745;7,725;7,05;8,9;9,8
13;27/02/2024;20,9;26,5;30,4;32,9;60,6867245;8,7;7,375;8,9;9,8
14;27/02/2024;20,9;26,5;30,4;32,9;60,6867245;9,375;7,75;8,8;9,8
15;27/02/2024;20,9;26,525;30,4;32,9;60,6928245;9,65;8,1;8,8;9,75
16;27/02/2024;20,875;26,525;30,4;32,85;60,5739245;9,775;8,375;8,8;9,7
17;27/02/2024;20,8;26,525;30,4;32,85;60,5644745;9,45;8,575;8,85;9,675
18;27/02/2024;20,8;26,5;30,4;32,825;60,4894745;9,15;8,6;8,9;9,6
19;27/02/2024;20,725;26,5;30,4;32,8;60,4394745;8,75;8,6;8,9;9,6
20;27/02/2024;20,7;26,5;30,4;32,825;60,4894745;8,25;8,55;8,975;9,6
21;27/02/2024;20,7;26,5;30,4;32,825;60,4989245;7,825;8,375;9,025;9,6
22;27/02/2024;20,675;26,5;30,4;32,8;60,4489245;7,425;8,25;9,1;9,6
23;27/02/2024;20,625;26,5;30,4;32,825;60,5272745;7,05;8,05;9,1;9,6
0;28/02/2024;20,6;26,45;30,4;32,825;60,4772745;6,75;7,85;9,1;9,6
1;28/02/2024;20,6;26,4;30,4;32,8;60,3867245;6,45;7,675;9,1;9,6
2;28/02/2024;20,6;26,4;30,4;32,85;60,4961745;6,175;7,475;9,075;9,6
3;28/02/2024;20,55;26,4;30,4;32,8;60,4056245;5,925;7,325;9;9,6
4;28/02/2024;20,5;26,4;30,4;32,8;60,4150745;5,725;7,125;8,9;9,6
5;28/02/2024;20,5;26,4;30,4;32,8;60,4150745;5,525;6,925;8,9;9,5
6;28/02/2024;20,5;26,4;30,375;32,8;60,3775745;5,325;6,775;8,85;9,5
7;28/02/2024;20,5;26,375;30,375;32,8;60,3620245;5,125;6,625;8,8;9,5
8;28/02/2024;20,425;26,35;30,4;32,825;60,4245245;4,925;6,425;8,725;9,5
9;28/02/2024;20,425;26,3;30,4;32,9;60,5434245;4,925;6,3;8,6;9,5
10;28/02/2024;20,475;26,3;30,4;32,9;60,5434245;5,35;6,2;8,575;9,4
11;28/02/2024;20,5;26,3;30,35;32,825;60,2900745;6,2;6,275;8,45;9,4
12;28/02/2024;20,5;26,3;30,325;32,825;60,2525745;7,225;6,475;8,4;9,4
13;28/02/2024;20,55;26,325;30,375;32,8;60,2742245;8,35;6,825;8,325;9,4
14;28/02/2024;20,6;26,4;30,35;32,8;60,3022745;9,275;7,25;8,3;9,4
15;28/02/2024;20,6;26,4;30,3;32,8;60,1894745;9,725;7,675;8,3;9,3
16;28/02/2024;20,6;26,4;30,325;32,8;60,1986245;10,225;8,05;8,3;9,3
17;28/02/2024;20,6;26,4;30,375;32,8;60,2547245;10,6;8,4;8,35;9,3
18;28/02/2024;20,6;26,4;30,325;32,8;60,1513745;10,45;8,675;8,4;9,3
19;28/02/2024;20,5;26,4;30,325;32,8;60,1419245;10;8,85;8,475;9,275
20;28/02/2024;20,5;26,4;30,375;32,8;60,2074745;9,4;8,875;8,6;9,2
21;28/02/2024;20,425;26,4;30,35;32,8;60,1794245;8,9;8,8;8,65;9,2
22;28/02/2024;20,4;26,4;30,4;32,8;60,2638745;8,45;8,7;8,775;9,2
23;28/02/2024;20,4;26,375;30,325;32,8;60,1358245;8,125;8,55;8,8;9,2
0;29/02/2024;20,375;26,325;30,375;32,8;60,1702745;7,75;8,375;8,875;9,2
1;29/02/2024;20,325;26,3;30,4;32,8;60,2016745;7,45;8,25;8,9;9,2
2;29/02/2024;20,3;26,3;30,4;32,8;60,2016745;7,175;8,075;8,9;9,25
3;29/02/2024;20,3;26,3;30,4;32,8;60,2016745;6,9;7,875;8,9;9,3
4;29/02/2024;20,3;26,3;30,4;32,8;60,2111245;6,65;7,725;8,9;9,3
5;29/02/2024;20,275;26,3;30,4;32,8;60,2205745;6,4;7,55;8,9;9,3
6;29/02/2024;20,225;26,3;30,4;32,8;60,2394745;6,175;7,375;8,9;9,3
7;29/02/2024;20,2;26,2;30,325;32,8;60,0269745;5,95;7,225;8,825;9,3
8;29/02/2024;20,2;26,2;30,325;32,85;60,1269745;5,75;7,05;8,8;9,3
9;29/02/2024;20,2;26,2;30,375;32,875;60,2614245;5,725;6,875;8,775;9,3
10;29/02/2024;20,2;26,2;30,3;32,8;59,9894745;6,075;6,8;8,675;9,3
11;29/02/2024;20,2;26,2;30,3;32,8;59,9894745;6,625;6,825;8,6;9,3
12;29/02/2024;20,2;26,2;30,3;32,8;59,9894745;7,075;6,925;8,575;9,3
13;29/02/2024;20,25;26,2;30,3;32,8;59,9516745;7,725;7,1;8,5;9,3
14;29/02/2024;20,3;26,2;30,3;32,8;59,9516745;8,45;7,35;8,425;9,3
15;29/02/2024;20,3;26,2;30,3;32,85;60,0233245;8,75;7,6;8,4;9,2
16;29/02/2024;20,275;26,2;30,3;32,9;60,1233245;8,8;7,825;8,4;9,2
17;29/02/2024;20,3;26,2;30,3;32,825;59,9449745;8,875;7,95;8,4;9,2
18;29/02/2024;20,3;26,2;30,3;32,8;59,8949745;8,65;8,1;8,5;9,2
19;29/02/2024;20,3;26,2;30,3;32,8;59,8855245;8,2;8,1;8,5;9,1
20;29/02/2024;20,3;26,2;30,3;32,8;59,8760745;7,775;8,05;8,6;9,1
21;29/02/2024;20,3;26,2;30,3;32,8;59,9138745;7,425;7,9;8,6;9,1
22;29/02/2024;20,3;26,2;30,3;32,8;59,9138745;7,075;7,8;8,6;9,1
23;29/02/2024;20,3;26,2;30,3;32,8;59,9138745;6,775;7,625;8,6;9,1
0;01/03/2024;20,3;26,2;30,3;32,8;59,9138745;6,475;7,475;8,6;9,1
1;01/03/2024;20,275;26,15;30,3;32,8;59,8733245;6,225;7,325;8,6;9,1
2;01/03/2024;20,2;26,125;30,3;32,8;59,8672245;5,95;7,125;8,6;9,1
3;01/03/2024;20,2;26,1;30,3;32,8;59,8422245;5,7;6,95;8,6;9,1
4;01/03/2024;20,2;26,1;30,3;32,8;59,8516745;5,475;6,825;8,55;9,1
5;01/03/2024;20,2;26,1;30,3;32,8;59,8516745;5,3;6,625;8,475;9,1
6;01/03/2024;20,2;26,1;30,3;32,8;59,8516745;5,05;6,45;8,4;9,1
7;01/03/2024;20,2;26,1;30,3;32,8;59,8516745;4,875;6,325;8,4;9,1
8;01/03/2024;20,2;26,1;30,3;32,8;59,8611245;4,8;6,15;8,3;9,1
9;01/03/2024;20,2;26,1;30,3;32,8;59,8800245;4,825;6,05;8,275;9,1
10;01/03/2024;20,2;26,05;30,3;32,8;59,8111245;5;5,925;8,175;9,1
11;01/03/2024;20,2;26,075;30,3;32,8;59,8361245;5,525;5,9;8,1;9,1
12;01/03/2024;20,2;26,1;30,3;32,8;59,8611245;6,45;6,05;8,025;9
13;01/03/2024;20,2;26,1;30,3;32,8;59,8327745;7,2;6,325;7,95;9
14;01/03/2024;20,3;26,1;30,3;32,8;59,8138745;7,9;6,65;7,9;8,95
15;01/03/2024;20,3;26,1;30,3;32,8;59,7949745;8,325;6,95;7,9;8,9
16;01/03/2024;20,3;26,1;30,3;32,8;59,7760745;8,475;7,225;7,9;8,9
17;01/03/2024;20,25;26,1;30,3;32,8;59,7571745;8,4;7,425;7,9;8,9
18;01/03/2024;20,2;26,1;30,3;32,8;59,7382745;8,325;7,575;7,925;8,9
19;01/03/2024;20,2;26,1;30,3;32,8;59,7382745;8,275;7,6;8;8,875
20;01/03/2024;20,2;26,1;30,3;32,8;59,7382745;8,175;7,7;8,1;8,8
21;01/03/2024;20,2;26,1;30,3;32,8;59,7382745;8,1;7,75;8,1;8,8
22;01/03/2024;20,2;26,1;30,3;32,8;59,7382745;8,1;7,8;8,15;8,8
23;01/03/2024;20,2;26,1;30,3;32,8;59,7382745;8,1;7,8;8,2;8,8
0;02/03/2024;20,2;26,1;30,3;32,8;59,7193745;8,1;7,8;8,3;8,8
1;02/03/2024;20,125;26,1;30,3;32,8;59,7193745;8,1;7,8;8,3;8,8
2;02/03/2024;20,1;26,1;30,3;32,8;59,7099245;8,1;7,8;8,3;8,8
3;02/03/2024;20,1;26,1;30,3;32,8;59,7288245;8;7,8;8,325;8,8
4;02/03/2024;20,1;26,1;30,3;32,8;59,7004745;7,925;7,8;8,4;8,8
5;02/03/2024;20,1;26,05;30,3;32,8;59,6599245;7,9;7,8;8,4;8,8
6;02/03/2024;20,1;26,025;30,3;32,8;59,6349245;7,85;7,8;8,4;8,8
7;02/03/2024;20,1;26;30,3;32,8;59,6288245;7,8;7,8;8,4;8,8
8;02/03/2024;20,1;26;30,3;32,8;59,6004745;7,8;7,8;8,4;8,8
9;02/03/2024;20,1;26;30,3;32,8;59,6004745;7,8;7,8;8,4;8,8
10;02/03/2024;20,025;26;30,3;32,8;59,6099245;7,825;7,8;8,4;8,9
11;02/03/2024;20,025;26;30,3;32,8;59,6099245;7,925;7,8;8,475;8,9
12;02/03/2024;20;26;30,3;32,875;59,7504745;8,2;7,825;8,5;8,9
13;02/03/2024;20;26;30,3;32,9;59,8004745;8,325;7,9;8,5;8,9
14;02/03/2024;20,175;26,1;30,325;32,85;59,8663245;8,3;7,95;8,5;8,9
15;02/03/2024;21,325;26,675;30,975;32,9;61,7809245;7,5;7,9;8,5;8,9
16;02/03/2024;21,7;27,05;31,3;32,9;63,0025245;7,2;7,7;8,5;8,9
